341,505,617,502,617,531,341,535
747,37,863,39,863,58,747,56
706,5,781,4,781,19,706,20
822,3,895,1,896,16,823,18
108,468,160,467,160,482,108,483
102,490,160,492,160,508,101,507
161,56,189,53,190,66,162,69
812,16,885,14,886,32,812,33
611,11,674,11,674,34,611,33
287,12,349,13,349,36,287,35
263,210,299,211,299,224,263,222
659,207,693,208,693,222,659,221
714,18,791,19,791,35,714,34
391,12,457,11,458,34,391,35
32,177,57,159,65,171,39,190
504,11,565,11,565,34,504,34
39,7,58,7,58,22,39,21
