364,504,583,506,583,533,364,531
748,37,864,39,863,58,748,56
707,5,781,3,781,19,707,20
822,2,895,1,895,16,822,18
108,468,160,467,160,482,108,483
102,491,160,492,160,507,101,507
659,207,693,207,693,222,658,221
812,15,885,14,885,31,812,33
161,56,189,53,191,65,162,69
287,12,349,13,348,35,287,35
612,10,675,11,675,33,612,33
264,209,299,211,299,223,264,222
391,12,459,11,459,35,392,35
503,13,563,12,564,34,504,35
33,175,57,158,65,171,40,188
713,18,791,19,791,34,713,33
39,7,60,8,60,22,39,21
