357,505,617,502,617,532,357,535
747,37,864,39,864,58,747,56
707,5,781,3,781,19,707,20
822,2,895,0,895,16,822,18
101,491,160,492,160,507,101,507
108,468,160,467,160,482,108,483
287,12,349,13,349,36,287,35
812,16,885,14,885,31,813,33
161,56,189,53,190,65,163,69
611,11,675,11,675,34,611,33
392,12,458,11,458,35,392,35
264,209,299,211,299,223,263,222
659,207,693,207,693,222,659,221
32,177,57,158,64,171,39,189
503,11,565,11,565,34,503,34
712,19,789,18,789,33,712,34
39,7,60,8,60,22,39,21
